MachineAge,hourReading,HrPerDay,SN,ModelNum,Model,CustType,InvertedAge
105,148,1.40952381,129358,22,E,3,
484,304,0.628099174,129358,22,E,3,
433,215,0.496535797,129358,22,E,3,
390,32,0.082051282,129359,22,E,6,
301,31,0.102990033,129361,22,E,6,
154,4,0.025974026,129361,22,E,6,
148,2.1,0.014189189,129361,22,E,6,
148,2,0.013513514,129361,22,E,6,
477,139,0.291404612,129362,22,E,6,
217,22,0.101382488,129362,22,E,6,
24,9,0.375,129364,22,E,6,x
193,7,0.03626943,129364,22,E,6,x
158,44,0.278481013,129364,22,E,6,
260,75,0.288461538,129365,22,E,6,
311,78,0.250803859,129365,22,E,6,
667,89,0.133433283,129365,22,E,6,
141,6.4,0.045390071,129367,1,A,6,x
168,6.3,0.0375,129367,1,A,6,x
189,5.2,0.027513228,129367,1,A,6,x
210,74,0.352380952,129367,1,A,6,
8,0.4,0.05,129368,1,A,6,
582,1,0.001718213,129369,1,A,6,x
582,1,0.001718213,129369,1,A,6,x
398,38,0.095477387,129370,1,A,6,
185,41,0.221621622,129371,1,A,3,
0.0001,0.4,,129377,1,A,4,
0.0001,0.5,,129378,1,A,4,
319,32,0.10031348,129379,1,A,6,x
273,92,0.336996337,129380,1,A,6,
686,179,0.260932945,129384,1,A,6,
463,30,0.064794816,129384,1,A,6,
780,220,0.282051282,129385,1,A,3,
780,220,0.282051282,129385,1,A,3,
765,200,0.261437908,129385,1,A,3,
758,40,0.052770449,129385,1,A,3,
403,275,0.682382134,129389,1,A,3,
403,275,0.682382134,129389,1,A,3,
384,260,0.677083333,129389,1,A,3,
190,39,0.205263158,129393,1,A,6,
412,58,0.140776699,129393,1,A,6,
212,1,0.004716981,129394,1,A,6,x
26,20,0.769230769,129394,1,A,6,
485,156,0.321649485,129395,1,A,6,
22,1,0.045454545,129398,1,A,6,
448,213,0.475446429,129403,1,A,3,
553,235,0.424954792,129403,1,A,3,
229,53,0.231441048,129403,1,A,3,
17,37,2.176470588,129406,1,A,6,x
6,40,6.666666667,129406,1,A,6,
89,62,0.696629213,129406,1,A,6,
94,64,0.680851064,129406,1,A,6,
423,165.6,0.391489362,129407,1,A,2,
465,165.7,0.356344086,129407,1,A,2,
410,124.5,0.303658537,129407,1,A,2,
515,27,0.052427184,129410,1,A,6,
489,24,0.049079755,129410,1,A,6,
349,3,0.008595989,129411,1,A,6,x
197,3,0.015228426,129412,1,A,4,x
319,235,0.736677116,129412,1,A,4,
54,30,0.555555556,129412,1,A,4,
122,30,0.245901639,129413,1,A,6,
288,45,0.15625,129413,1,A,6,
101,9,0.089108911,129413,1,A,6,
169,12,0.071005917,129414,1,A,3,x
54,44,0.814814815,129414,1,A,3,
221,173,0.78280543,129414,1,A,3,
245,172,0.702040816,129414,1,A,3,
314,186,0.592356688,129414,1,A,3,
568,126,0.221830986,129416,1,A,6,
127,10,0.078740157,129416,1,A,6,
494,80,0.16194332,129417,1,A,6,
35,47,1.342857143,129418,1,A,6,x
153,45,0.294117647,129418,1,A,6,x
15,70,4.666666667,129418,1,A,6,
510,48,0.094117647,129419,1,A,6,
118,3,0.025423729,129421,1,A,6,
494,106,0.214574899,129422,1,A,6,
106,9,0.08490566,129426,1,A,6,x
4,11,2.75,129426,1,A,6,
13,12,0.923076923,129426,1,A,6,
50,2,0.04,129429,1,A,3,x
175,2,0.011428571,129429,1,A,3,x
182,1,0.005494505,129429,1,A,3,x
138,56,0.405797101,129429,1,A,3,
37,14.4,0.389189189,129429,1,A,3,
175,27.8,0.158857143,129430,1,A,2,
692,99,0.143063584,129430,1,A,2,
92,5.2,0.056521739,129431,1,A,6,
69,16,0.231884058,129432,1,A,6,
356,21,0.058988764,129432,1,A,6,
522,251,0.480842912,129433,1,A,3,
453,185,0.408388521,129433,1,A,3,
453,185,0.408388521,129433,1,A,3,
453,185,0.408388521,129433,1,A,3,
441,180,0.408163265,129433,1,A,3,
441,180,0.408163265,129433,1,A,3,
28,0.8,0.028571429,129435,1,A,6,
149,45,0.302013423,129436,1,A,6,
471,70,0.148619958,129436,1,A,6,
169,150,0.887573964,129437,1,A,4,
695,313,0.450359712,129437,1,A,4,
695,260,0.374100719,129437,1,A,4,
100,27,0.27,129440,1,A,6,
107,27,0.252336449,129440,1,A,6,
229,56,0.244541485,129443,1,A,6,x
568,23,0.040492958,129443,1,A,6,x
708,11.8,0.016666667,129443,1,A,6,x
518,180,0.347490347,129444,1,A,6,
576,187,0.324652778,129444,1,A,6,
518,202,0.38996139,129448,1,A,4,
99,112,1.131313131,129452,1,A,6,x
20,121,6.05,129452,1,A,6,
168,186,1.107142857,129452,1,A,6,
191,1,0.005235602,129453,1,A,6,x
198,1,0.005050505,129453,1,A,6,x
116,15,0.129310345,129454,1,A,6,
0.0001,2,,129456,1,A,7,
421,43,0.102137767,129459,1,A,6,
378,31,0.082010582,129459,1,A,6,
77,125,1.623376623,129461,1,A,6,x
79,125,1.582278481,129461,1,A,6,x
455,51,0.112087912,129461,1,A,6,x
414,82,0.198067633,129462,1,A,6,
311,100,0.321543408,129464,1,A,4,
90,5,0.055555556,129465,1,A,6,x
15,1,0.066666667,129465,1,A,6,
551,198,0.359346642,129466,1,A,6,
551,198,0.359346642,129466,1,A,6,
747,211,0.282463186,129521,4A,A,3,
341,45,0.131964809,129594,4A,A,6,
421,208,0.494061758,131506,16,D,4,
481,219,0.455301455,131506,16,D,4,
116,1,0.00862069,131509,16,D,6,x
85,30,0.352941176,131511,16,D,6,
275,10,0.036363636,131512,16,D,6,
319,625,1.959247649,131515,16,D,3,
182,27,0.148351648,131516,16,D,6,
384,43,0.111979167,131516,16,D,6,
353,101,0.28611898,131517,16,D,6,
38,9,0.236842105,131519,16,D,6,x
74,15,0.202702703,131519,16,D,6,
94,16,0.170212766,131519,16,D,6,
131,22,0.167938931,131520,16,D,6,
499,130,0.260521042,131522,16,D,6,
452,93,0.205752212,131522,16,D,6,
365,32,0.087671233,131523,16,D,6,
369,63,0.170731707,131526,16,D,6,
188,14,0.074468085,131526,16,D,6,
54,1,0.018518519,131528,16,D,6,
54,1,0.018518519,131528,16,D,6,
534,50,0.093632959,131530,16,D,6,
122,52,0.426229508,131531,16,D,6,
228,54,0.236842105,131531,16,D,6,
454,66.8,0.147136564,131531,16,D,6,
209,145,0.693779904,131532,16,D,3,
300,60,0.2,131536,16,D,6,
195,327,1.676923077,131537,16,D,3,
384,205,0.533854167,131541,16,D,3,
310,86,0.277419355,131542,16,D,6,
31,13,0.419354839,131546,16,D,3,
318,125,0.393081761,131546,16,D,3,
23,4,0.173913043,131548,16,D,6,
357,15,0.042016807,131548,16,D,6,
510,264,0.517647059,131551,16,D,3,
525,270,0.514285714,131551,16,D,3,
565,413,0.730973451,131554,16,D,6,
535,383,0.71588785,131554,16,D,6,
194,136,0.701030928,131554,16,D,6,
378,22,0.058201058,131558,16,D,2,
717,23,0.032078103,131559,16,D,6,
580,15,0.025862069,131559,16,D,6,
250,100,0.4,131560,16,D,6,
131,26,0.198473282,131560,16,D,6,
128,16.5,0.12890625,131561,16,D,6,
87,101,1.16091954,131564,16,D,6,
638,260,0.407523511,131565,16,D,6,
315,25,0.079365079,131567,16,D,6,
425,89,0.209411765,131570,16,D,6,
629,106,0.168521463,131570,16,D,6,
73,1,0.01369863,131575,16,D,3,x
37,153,4.135135135,131575,16,D,3,
30,114,3.8,131575,16,D,3,
158,283,1.791139241,131575,16,D,3,
30,32,1.066666667,131575,16,D,3,
15,5,0.333333333,131575,16,D,3,
447,19,0.042505593,131576,16,D,6,
447,18,0.040268456,131576,16,D,6,
302,10,0.033112583,131576,16,D,6,
432,3,0.006944444,131577,16,D,6,
224,134,0.598214286,131578,16,D,2,
381,183,0.480314961,131579,16,D,6,
48,21,0.4375,131581,16,D,6,
152,89,0.585526316,131584,16,D,3,
229,89,0.388646288,131584,16,D,3,
622,219,0.352090032,131585,16,D,6,
475,133,0.28,131585,16,D,6,
358,189,0.527932961,131586,16,D,3,
264,123,0.465909091,131586,16,D,3,
319,10,0.031347962,131588,16,D,2,
287,146,0.508710801,131590,16,D,4,
314,311,0.99044586,131591,16,D,6,
263,132,0.501901141,131592,16,D,6,
189,64,0.338624339,131595,16,D,6,
595,114,0.191596639,131596,16,D,6,
105,20,0.19047619,131596,16,D,6,
212,31,0.146226415,131597,16,D,6,
179,22,0.122905028,131597,16,D,6,
399,35,0.087719298,131597,16,D,6,
116,304,2.620689655,131598,16,D,3,
353,160,0.45325779,131599,16,D,4,
353,159,0.450424929,131599,16,D,4,
495,725,1.464646465,131601,16,D,3,
740,105,0.141891892,131602,16,D,2,
650,85,0.130769231,131602,16,D,2,
351,35,0.0997151,131602,16,D,2,
163,2,0.012269939,131605,16,D,6,
188,406,2.159574468,131606,26,F,3,
270,318,1.177777778,131611,26,F,3,
202,15,0.074257426,131611,26,F,3,
280,119,0.425,131612,26,F,3,
169,98,0.579881657,131613,26,F,3,
348,397,1.140804598,131614,26,F,3,
614,919.1,1.496905537,131616,26,F,3,
679,845.1,1.244624448,131616,26,F,3,
193,508,2.632124352,131617,26,F,3,
220,525,2.386363636,131617,26,F,3,
385,426,1.106493506,131618,26,F,3,
435,457,1.050574713,131618,26,F,3,
379,396,1.044854881,131618,26,F,3,
476,875,1.838235294,131624,26,F,3,
435,638,1.466666667,131624,26,F,3,
426,533,1.251173709,131624,26,F,3,
126,123,0.976190476,131624,26,F,3,
609,65.4,0.107389163,131625,26,F,4,
319,430,1.347962382,131627,26,F,6,
356,465,1.306179775,131627,26,F,6,
262,318,1.213740458,131627,26,F,6,
209,210,1.004784689,131627,26,F,6,
755,243,0.321854305,131631,26,F,3,
155,93,0.6,131632,26,F,3,
173,389,2.248554913,131633,26,F,3,
448,670,1.495535714,131633,26,F,3,
183,74,0.404371585,131639,26,F,2,
581,150,0.258175559,131639,26,F,2,
179,100,0.558659218,131641,26,F,3,
721,101,0.140083218,131641,26,F,3,
2,145,72.5,131642,26,F,6,x
76,141,1.855263158,131642,26,F,6,x
643,97,0.150855365,131643,26,F,6,
658,20,0.030395137,131645,26,F,6,
434,410,0.944700461,131650,26,F,3,
385,465,1.207792208,131651,26,F,3,
499,464,0.929859719,131651,26,F,3,
418,163,0.389952153,131667,26,F,4,
27,30,1.111111111,131669,26,F,3,
72,66,0.916666667,131669,26,F,3,
17,1,0.058823529,131672,26,F,6,x
294,69,0.234693878,131674,26,F,6,
52,1,0.019230769,131676,26,F,8,x
402,84,0.208955224,131676,26,F,8,
516,1023.9,1.984302326,131681,26,F,3,
447,804.9,1.800671141,131681,26,F,3,
326,565.3,1.73404908,131681,26,F,3,
207,115,0.555555556,131686,26,F,3,
663,275,0.414781297,131686,26,F,3,
499,160,0.320641283,131686,26,F,3,
187,423,2.262032086,131687,26,F,3,
557,787.8,1.414362657,131687,26,F,3,
564,787.8,1.396808511,131687,26,F,3,
33,10,0.303030303,131689,26,F,3,
83,15,0.180722892,131689,26,F,3,
482,550,1.141078838,131691,26,F,3,
633,551,0.870458136,131691,26,F,3,
287,216,0.75261324,131698,26,F,3,
21,1,0.047619048,131698,26,F,3,
631,256,0.40570523,131700,26,F,3,
167,43,0.25748503,131702,26,F,6,
398,99,0.248743719,131702,26,F,6,
455,658,1.446153846,131705,26,F,3,
349,495,1.418338109,131705,26,F,3,
634,890,1.403785489,131705,26,F,3,
474,657,1.386075949,131705,26,F,3,
530,1092,2.060377358,131708,26,F,3,
718,1261.6,1.757103064,131708,26,F,3,
186,390,2.096774194,131709,26,F,3,
244,420,1.721311475,131709,26,F,3,
622,854,1.372990354,131709,26,F,3,
537,705,1.312849162,131710,26,F,3,
570,498,0.873684211,131713,26,F,3,
596,499,0.837248322,131713,26,F,3,
568,423,0.74471831,131713,26,F,3,
532,391,0.734962406,131713,26,F,3,
203,120,0.591133005,131713,26,F,3,
211,120,0.568720379,131713,26,F,3,
553,152,0.274864376,131714,26,F,3,
235,367,1.561702128,131720,26,F,3,
284,370,1.302816901,131720,26,F,3,
145,152,1.048275862,131720,26,F,3,
223,143,0.641255605,131720,26,F,3,
678,978,1.442477876,131725,26,F,3,
151,84,0.556291391,131725,26,F,3,
336,116,0.345238095,131725,26,F,3,
180,234,1.3,131730,26,F,3,
264,310,1.174242424,131730,26,F,3,
736,695,0.944293478,131730,26,F,3,
435,383,0.88045977,131734,26,F,3,
332,48,0.144578313,131741,26,F,6,
421,494,1.173396675,131742,26,F,3,
423,412,0.973995272,131743,26,F,3,
375,342,0.912,131743,26,F,3,
360,293,0.813888889,131743,26,F,3,
33,20,0.606060606,131745,26,F,3,x
44,19,0.431818182,131745,26,F,3,x
109,18,0.165137615,131745,26,F,3,x
94,214,2.276595745,131745,26,F,3,
103,214,2.077669903,131745,26,F,3,
159,620,3.899371069,131746,26,F,3,
159,598,3.761006289,131746,26,F,3,
277,45,0.162454874,131750,26,F,6,
518,83,0.16023166,131750,26,F,6,
516,896,1.736434109,131751,26,F,3,
199,202,1.015075377,131752,26,F,3,
211,203,0.962085308,131752,26,F,3,
447,252,0.563758389,131752,26,F,3,
91,17,0.186813187,131755,26,F,6,
16,1,0.0625,131863,7E,A,6,
581,1029,1.771084337,131895,7E,A,4,
41,5,0.12195122,131906,1,A,6,x
13,5,0.384615385,131906,1,A,6,
9,8,0.888888889,131907,1,A,6,
23,9,0.391304348,131907,1,A,6,
163,26,0.159509202,131907,1,A,6,
97,1,0.010309278,131908,1,A,6,x
35,3,0.085714286,131910,1,A,6,
40,3,0.075,131910,1,A,6,
42,3,0.071428571,131910,1,A,6,
365,57,0.156164384,131911,1,A,2,
196,58,0.295918367,131912,1,A,6,
196,58,0.295918367,131912,1,A,6,
196,58,0.295918367,131912,1,A,6,
518,79,0.152509653,131912,1,A,6,
63,64,1.015873016,131914,1,A,6,
15,0.2,0.013333333,131914,1,A,6,
15,0.2,0.013333333,131914,1,A,6,
15,0.2,0.013333333,131914,1,A,6,
15,0.2,0.013333333,131914,1,A,6,
18,0.2,0.011111111,131914,1,A,6,
3,2,0.666666667,131915,1,A,6,
277,78.3,0.28267148,131915,1,A,6,
244,63.1,0.258606557,131915,1,A,6,
78,12,0.153846154,131916,1,A,6,x
23,13,0.565217391,131916,1,A,6,
71,35,0.492957746,131916,1,A,6,
162,38,0.234567901,131916,1,A,6,
61,13,0.213114754,131916,1,A,6,
161,31,0.192546584,131917,1,A,6,
70,12,0.171428571,131917,1,A,6,
152,24,0.157894737,131917,1,A,6,
103,15,0.145631068,131917,1,A,6,
219,15,0.068493151,131919,1,A,6,
349,16,0.045845272,131919,1,A,6,
3,62,20.66666667,131922,1,A,3,x
40,60,1.5,131922,1,A,3,x
61,58,0.950819672,131922,1,A,3,x
90,7,0.077777778,131922,1,A,3,x
266,286,1.07518797,131922,1,A,3,
302,300,0.993377483,131922,1,A,3,
93,83,0.892473118,131922,1,A,3,
5,1,0.2,131924,1,A,2,
316,214,0.67721519,131927,1,A,2,
104,55,0.528846154,131927,1,A,2,
39,14,0.358974359,131927,1,A,2,
85,98.6,1.16,131928,1,A,2,x
260,78.3,0.301153846,131928,1,A,2,x
353,154,0.436260623,131929,1,A,3,
724,293,0.404696133,131929,1,A,3,
140,20,0.142857143,131931,1,A,6,
14,1,0.071428571,131931,1,A,6,
104,75,0.721153846,131935,1,A,6,
91,50,0.549450549,131935,1,A,6,
111,27,0.243243243,131940,1,A,7,
268,60,0.223880597,131940,1,A,7,
268,87,0.324626866,131942,1,A,7,
111,15,0.135135135,131942,1,A,7,
113,36,0.318584071,131944,1,A,7,
287,61,0.212543554,131945,1,A,7,
161,29,0.180124224,131945,1,A,7,
3,1,0.333333333,131947,1,A,6,x
494,50,0.101214575,131949,1,A,6,x
569,30,0.052724077,131949,1,A,6,x
342,91,0.266081871,131951,1,A,6,
222,27,0.121621622,131951,1,A,6,
222,27,0.121621622,131951,1,A,6,
1,5,5,131952,1,A,6,x
232,162,0.698275862,131953,1,A,4,
224,153,0.683035714,131953,1,A,4,
126,34.6,0.274603175,131954,1,A,6,x
343,1,0.002915452,131955,1,A,4,x
350,1,0.002857143,131955,1,A,4,x
181,538,2.972375691,133394,2D,F,3,
432,1208,2.796296296,133394,2D,F,3,
246,653,2.654471545,133394,2D,F,3,
441,900,2.040816327,133394,2D,F,3,
175,117.4,0.670857143,133396,2D,F,3,
244,129,0.528688525,133397,2D,F,7,
244,129,0.528688525,133397,2D,F,7,
325,139,0.427692308,133399,2D,F,4,
293,159,0.542662116,133400,2D,F,2,
688,233,0.338662791,133400,2D,F,2,
310,447,1.441935484,133401,2D,F,3,
118,166,1.406779661,133401,2D,F,3,
64,1,0.015625,133402,2D,F,2,
400,362,0.905,133403,2D,F,2,
349,471,1.349570201,133404,2D,F,3,
496,251,0.506048387,133405,2D,F,7,
691,980,1.418234443,133413,2D,F,3,
236,150,0.63559322,133414,2D,F,1,
514,300,0.583657588,133415,2D,F,5,
213,56.1,0.263380282,133416,2D,F,4,
184,187,1.016304348,133418,2D,F,3,
388,192,0.494845361,133418,2D,F,3,
766,203,0.265013055,133419,2D,F,4,
564,1381,2.44858156,133420,2D,F,3,
628,1498,2.385350318,133420,2D,F,3,
627,1465,2.336523126,133420,2D,F,3,
713,1498,2.100981767,133420,2D,F,3,
728,1499,2.059065934,133420,2D,F,3,
552,1116,2.02173913,133420,2D,F,3,
567,1125,1.984126984,133420,2D,F,3,
453,875,1.931567329,133420,2D,F,3,
468,667,1.425213675,133423,2D,F,6,
453,633,1.397350993,133423,2D,F,6,
500,696,1.392,133423,2D,F,6,
593,812,1.3693086,133423,2D,F,6,
600,820,1.366666667,133423,2D,F,6,
628,843,1.342356688,133423,2D,F,6,
268,131,0.48880597,133449,36,F,3,
385,132,0.342857143,133449,36,F,3,
401,132,0.329177057,133449,36,F,3,
415,132,0.318072289,133449,36,F,3,
563,175,0.310834813,133449,36,F,3,
167,156,0.934131737,133457,36,F,3,
173,186,1.075144509,133463,36,F,3,
297,242,0.814814815,133463,36,F,3,
36,10,0.277777778,133470,36,F,1,
21,0.8,0.038095238,133471,36,F,2,x
489,225,0.460122699,133479,43,H,3,
481,218,0.453222453,133479,43,H,3,
477,211,0.442348008,133479,43,H,3,
292,126,0.431506849,133479,43,H,3,
159,51,0.320754717,133479,43,H,3,
176,22,0.125,133480,43,H,3,
355,41,0.115492958,133481,43,H,6,
20,1,0.05,133481,43,H,6,
475,48.2,0.101473684,133483,43,H,3,
595,122,0.205042017,133485,43,H,3,
610,120,0.196721311,133485,43,H,3,
663,52,0.078431373,133486,43,H,2,
739,84,0.113667118,133487,43,H,6,
294,177,0.602040816,133488,43,H,3,
269,157,0.583643123,133488,43,H,3,
211,15,0.071090047,133488,43,H,3,
41,2.1,0.051219512,133489,43,H,3,
41,2,0.048780488,133489,43,H,3,
373,157,0.420911528,133490,43,H,6,
345,57,0.165217391,133493,43,H,6,
665,640,0.962406015,133503,43,H,3,
455,365,0.802197802,133506,43,H,3,
117,29,0.247863248,133511,43,H,3,x
217,8.5,0.039170507,133511,43,H,3,x
439,180,0.410022779,133512,43,H,6,
332,1,0.003012048,133513,43,H,6,x
551,275,0.499092559,133514,43,H,6,
31,14,0.451612903,133515,43,H,4,
13,2,0.153846154,133515,43,H,4,
431,57.3,0.132946636,133518,43,H,3,
259,60,0.231660232,133519,43,H,3,
497,100,0.201207243,133519,43,H,3,
122,5,0.040983607,133521,43,H,2,
612,200,0.326797386,133526,43,H,6,
334,20,0.05988024,133529,43,H,6,
528,115,0.21780303,133532,43,H,3,
398,55,0.138190955,133532,43,H,3,
180,146,0.811111111,133535,43,H,3,
585,180,0.307692308,133536,43,H,3,
678,205,0.302359882,133536,43,H,3,
720,206,0.286111111,133536,43,H,3,
354,86,0.242937853,133536,43,H,3,
361,838,2.32132964,133537,43,H,3,
377,848,2.24933687,133537,43,H,3,
380,848,2.231578947,133537,43,H,3,
490,965,1.969387755,133537,43,H,3,
573,989,1.72600349,133537,43,H,3,
578,992,1.716262976,133537,43,H,3,
614,1016,1.654723127,133537,43,H,3,
759,1058,1.393939394,133537,43,H,3,
200,100,0.5,133537,43,H,3,
423,276.3,0.653191489,133540,43,H,3,
511,275,0.53816047,133542,43,H,3,
367,43,0.117166213,133544,43,H,6,
347,38,0.109510086,133544,43,H,6,
728,60,0.082417582,133546,43,H,3,
634,155,0.244479495,133547,43,H,2,
423,100,0.236406619,133547,43,H,2,
423,100,0.236406619,133547,43,H,2,
145,152,1.048275862,133553,43,H,3,
469,491,1.046908316,133553,43,H,3,
380,12,0.031578947,133555,43,H,3,
47,3,0.063829787,133559,43,H,6,
206,115,0.558252427,133560,43,H,3,
401,172,0.428927681,133560,43,H,3,
422,39,0.092417062,133563,43,H,3,
228,92,0.403508772,133567,43,H,3,
538,128,0.237918216,133567,43,H,3,
401,92,0.229426434,133567,43,H,3,
219,97,0.442922374,133568,43,H,6,
75,11,0.146666667,133569,43,H,6,
70,7,0.1,133569,43,H,6,
253,50,0.197628458,133570,43,H,3,
47,3,0.063829787,133570,43,H,3,
47,2,0.042553191,133570,43,H,3,
160,52,0.325,133571,43,H,6,
462,91,0.196969697,133579,43,H,6,
579,310,0.535405872,133581,43,H,3,
35,4,0.114285714,133582,43,H,6,
299,10,0.033444816,133582,43,H,6,
435,10,0.022988506,133585,43,H,3,x
193,99,0.512953368,133586,43,H,3,
151,75,0.496688742,133586,43,H,3,
136,62,0.455882353,133586,43,H,3,
530,1347,2.541509434,133587,43,H,3,
232,527,2.271551724,133587,43,H,3,
212,468,2.20754717,133587,43,H,3,
258,566,2.19379845,133587,43,H,3,
258,536,2.07751938,133587,43,H,3,
364,709,1.947802198,133587,43,H,3,
320,615,1.921875,133587,43,H,3,
538,2,0.003717472,133589,43,H,6,x
486,20.9,0.043004115,133594,43,H,6,
698,25.6,0.036676218,133594,43,H,6,
236,91,0.38559322,133596,43,H,6,x
455,88,0.193406593,133596,43,H,6,x
167,30,0.179640719,133598,43,H,6,
227,34,0.149779736,133598,43,H,6,
155,18,0.116129032,133598,43,H,6,
202,45,0.222772277,133601,43,H,3,
736,143,0.194293478,133601,43,H,3,
466,46,0.098712446,133601,43,H,3,
121,25,0.20661157,133603,43,H,3,x
108,1,0.009259259,133605,43,H,4,x
13,1,0.076923077,133605,43,H,4,
567,107,0.188712522,133607,43,H,3,
474,121,0.255274262,133611,43,H,6,
82,50,0.609756098,133613,43,H,3,
301,126,0.418604651,133613,43,H,3,
232,601,2.590517241,133616,43,H,3,
467,125,0.267665953,133618,43,H,3,
279,125,0.448028674,133624,43,H,3,
417,259,0.621103118,133626,43,H,3,
448,265,0.591517857,133626,43,H,3,
721,385,0.533980583,133626,43,H,3,
407,72,0.176904177,133629,43,H,1,
147,1,0.006802721,133632,43,H,6,
2,1,0.5,133639,43,H,4,x
121,1,0.008264463,133639,43,H,4,x
15,1,0.066666667,133639,43,H,4,
238,41,0.172268908,133640,43,H,6,
733,109,0.148703956,133640,43,H,6,
3,1,0.333333333,133641,43,H,6,
159,5,0.031446541,133644,43,H,6,
309,271,0.877022654,133646,43,H,3,
2,1,0.5,133646,43,H,3,
2,1,0.5,133646,43,H,3,
318,191,0.600628931,133647,43,H,3,
237,140,0.5907173,133653,43,H,3,
678,375,0.553097345,133653,43,H,3,
640,315,0.4921875,133653,43,H,3,
140,94.5,0.675,133654,43,H,3,
40,0.4,0.01,133654,43,H,3,
142,41,0.288732394,133655,43,H,3,
137,26,0.189781022,133655,43,H,3,
199,1,0.005025126,133657,43,H,6,
234,777,3.320512821,133670,43,H,6,
713,778,1.091164095,133670,43,H,6,
239,2,0.008368201,133671,43,H,3,
451,100,0.22172949,133672,43,H,3,
262,47,0.179389313,133672,43,H,3,
673,192,0.285289747,133673,43,H,3,
470,66,0.140425532,133673,43,H,3,
537,74,0.137802607,133674,43,H,3,
530,39.6,0.074716981,133675,43,H,3,
744,175,0.235215054,133676,43,H,6,
36,75,2.083333333,133680,43,H,6,
190,80,0.421052632,133680,43,H,6,
399,121,0.303258145,133680,43,H,6,
321,93,0.289719626,133680,43,H,6,
565,142,0.251327434,133680,43,H,6,
275,24,0.087272727,133681,43,H,7,
616,807,1.310064935,133682,43,H,3,
326,201,0.616564417,133682,43,H,3,
408,316,0.774509804,133683,43,H,3,
369,242,0.655826558,133683,43,H,3,
361,231,0.639889197,133683,43,H,3,
670,345,0.514925373,133683,43,H,3,
718,360,0.501392758,133683,43,H,3,
55,22,0.4,133685,43,H,3,
63,23,0.365079365,133685,43,H,3,
83,23,0.277108434,133685,43,H,3,
15,1,0.066666667,133685,43,H,3,
577,79,0.136915078,133692,43,H,6,
201,58,0.288557214,133693,43,H,2,
452,296,0.654867257,133694,43,H,3,
582,324,0.556701031,133694,43,H,3,
453,186,0.410596026,133694,43,H,3,
124,51.9,0.418548387,133697,43,H,6,
156,59.2,0.379487179,133697,43,H,6,
87,17,0.195402299,133698,43,H,6,
328,35,0.106707317,133698,43,H,6,
120,18,0.15,133700,43,H,4,
123,11,0.089430894,133702,43,H,6,
77,47.3,0.614285714,133703,43,H,3,
175,80.7,0.461142857,133703,43,H,3,
132,20,0.151515152,133705,43,H,3,
123,5,0.040650407,133705,43,H,3,
404,16,0.03960396,133709,43,H,6,
237,85,0.358649789,133712,43,H,3,
117,1,0.008547009,133712,43,H,3,
111,10,0.09009009,133715,43,H,3,
396,28,0.070707071,133716,43,H,6,
330,19,0.057575758,133720,43,H,1,
296,16,0.054054054,133720,43,H,1,
259,11,0.042471042,133720,43,H,1,
453,385,0.849889625,133722,43,H,3,
92,25,0.27173913,133723,43,H,3,
465,282,0.606451613,133724,43,H,3,
574,317,0.552264808,133724,43,H,3,
24,2,0.083333333,133727,43,H,3,
225,4,0.017777778,133728,43,H,6,
193,25,0.129533679,133729,43,H,6,
31,3,0.096774194,133729,43,H,6,
129,48,0.372093023,133730,43,H,3,
86,32,0.372093023,133730,43,H,3,
379,34,0.089709763,133731,43,H,6,
325,28,0.086153846,133731,43,H,6,
147,36,0.244897959,133732,43,H,3,
14,2,0.142857143,133732,43,H,3,
118,20,0.169491525,133733,43,H,3,
247,12.7,0.051417004,133734,43,H,6,
614,201,0.327361564,133735,43,H,3,
39,4,0.102564103,133735,43,H,3,
503,44,0.087475149,133736,43,H,6,
6,1,0.166666667,133739,43,H,3,
382,6.5,0.017015707,133740,43,H,6,x
7,1,0.142857143,133743,43,H,6,
194,55,0.283505155,133744,43,H,3,
785,621,0.791082803,133747,43,H,6,
409,25,0.061124694,133748,43,H,6,
26,19.5,0.75,133752,43,H,6,
55,36.1,0.656363636,133752,43,H,6,
26,12.7,0.488461538,133752,43,H,6,
98,38.7,0.394897959,133752,43,H,6,
397,28,0.070528967,133757,43,H,6,
397,28,0.070528967,133757,43,H,6,
37,140,3.783783784,133758,43,H,6,
243,25,0.102880658,133759,43,H,3,
164,1,0.006097561,133762,43,H,6,
216,31,0.143518519,133763,43,H,6,
211,30,0.142180095,133763,43,H,6,
150,22,0.146666667,133765,43,H,3,
390,424,1.087179487,133767,43,H,3,
448,319,0.712053571,133769,43,H,3,
683,356,0.521229868,133769,43,H,3,
23,7,0.304347826,133770,43,H,3,
146,8,0.054794521,133770,43,H,3,
443,188,0.424379233,133772,43,H,3,
538,197,0.366171004,133772,43,H,3,
387,127,0.328165375,133772,43,H,3,
396,127,0.320707071,133772,43,H,3,
692,218,0.315028902,133772,43,H,3,
670,208,0.310447761,133772,43,H,3,
458,129,0.281659389,133774,43,H,3,
85,24,0.282352941,133777,43,H,6,
561,126.8,0.226024955,133777,43,H,6,
9,0.1,0.011111111,133779,27,F,6,
574,801,1.395470383,133784,27,F,3,
586,805,1.373720137,133784,27,F,3,
508,664,1.307086614,133784,27,F,3,
559,157,0.280858676,133787,27,F,4,
435,62,0.142528736,133788,27,F,6,
