MachineAge,hourReading,HrPerDay,SN,ModelNum,Model,CustType,InvertedAge
10,1,0.1,0,12,D,6,
62,1,0.016129032,4327,48,J,3,x
20,6,0.3,4330,48,J,3,
14,12,0.857142857,4354,48,J,3,
18,2,0.111111111,5106,53,D,6,
15,12,0.8,5193,53,D,3,
18,1.4,0.077777778,5391,53,D,6,
0.0001,0.1,,5405,53,D,6,
14,15,1.071428571,5454,53,D,3,
40,0.4,0.01,5458,53,D,6,x
14,2,0.142857143,5550,53,D,2,
14,3,0.214285714,6110,12,D,3,
14,0.8,0.057142857,6178,12,D,6,
11,0.5,0.045454545,6245,12,D,6,x
41,0.5,0.012195122,6339,12,D,6,x
5,1,0.2,6643,12,D,6,
10,0.2,0.02,7591,46,I,6,x
7,1,0.142857143,7627,46,I,6,
10,5.2,0.52,8891,59,E,8,
34,10.8,0.317647059,8910,59,E,3,
54,55,1.018518519,8915,59,E,6,
1,1,1,8917,59,E,2,
22,8,0.363636364,8932,59,E,3,
46,1,0.02173913,8935,59,E,4,
29,10,0.344827586,9073,38,F,3,
33,20,0.606060606,9075,38,F,6,
29,8,0.275862069,9080,38,F,3,
27,8,0.296296296,9081,38,F,3,
19,3,0.157894737,9081,38,F,3,
29,6,0.206896552,9083,38,F,3,
5,1,0.2,9390,5,B,6,
12,1,0.083333333,9801,58,E,6,
23,3,0.130434783,10133,5,B,6,
49,36.1,0.736734694,10152,5,B,3,
15,13,0.866666667,10159,5,B,3,
3,1.8,0.6,10214,5,B,3,
28,1,0.035714286,10225,5,B,6,
46,1,0.02173913,10242,5,B,3,
9,4,0.444444444,10258,7A,J,3,
4,1,0.25,10292,48,J,3,
18,5,0.277777778,10334,48,J,3,
9,1,0.111111111,10343,48,J,3,x
21,1.1,0.052380952,10366,42,G,3,
4,0.3,0.075,10487,53,D,3,
28,0.6,0.021428571,10757,53,D,6,
2,0.5,0.25,10810,53,D,6,x
46,0.1,0.002173913,10810,53,D,6,x
22,2,0.090909091,10847,53,D,6,
2,1,0.5,10848,53,D,6,
9,2.1,0.233333333,10882,53,D,6,
31,12.1,0.390322581,10907,53,D,6,
99,2,0.02020202,10924,53,D,4,
11,1,0.090909091,11036,12,D,6,
7,1,0.142857143,11100,12,D,7,
4,2,0.5,11103,12,D,6,
3,1,0.333333333,11103,12,D,6,
5,0.5,0.1,11105,12,D,6,
0.0001,0.1,,11106,12,D,6,
5,1,0.2,11149,12,D,6,
3,1,0.333333333,11182,12,D,6,
1,1,1,11189,12,D,6,
18,5,0.277777778,11327,12,D,6,
21,5,0.238095238,11336,12,D,6,
10,0.2,0.02,11859,45,I,6,
30,11,0.366666667,11862,45,I,6,
82,1,0.012195122,11919,45,I,6,x
28,1,0.035714286,11945,45,I,2,x
81,1,0.012345679,11947,45,I,6,x
16,1,0.0625,11948,45,I,6,x
86,1,0.011627907,11955,45,I,6,x
21,1,0.047619048,11960,45,I,2,x
5,4,0.8,11968,45,I,6,
20,1,0.05,11981,45,I,6,x
37,3.8,0.102702703,12078,45,I,6,
24,3,0.125,12096,45,I,6,
33,1,0.03030303,12110,45,I,6,x
19,1,0.052631579,12163,45,I,6,x
5,1,0.2,12168,45,I,6,x
21,1,0.047619048,12177,45,I,6,x
14,1,0.071428571,12179,45,I,6,x
16,1,0.0625,12190,45,I,6,x
16,2,0.125,12204,45,I,6,
28,3.1,0.110714286,12310,45,I,6,
14,1.2,0.085714286,12385,45,I,6,
14,7.5,0.535714286,12438,45,I,6,
26,0.01,0.000384615,12481,45,I,6,x
37,3,0.081081081,12542,45,I,6,
15,4.3,0.286666667,12573,45,I,6,
118,1,0.008474576,12876,46,I,6,x
82,1,0.012195122,12881,46,I,6,x
30,8,0.266666667,12902,46,I,6,
1,1,1,14376,43,H,6,
28,0.6,0.021428571,15315,23,E,4,
33,0.6,0.018181818,15315,23,E,4,
23,10,0.434782609,15570,53,D,6,
2,0.1,0.05,15603,53,D,3,
28,1.2,0.042857143,15617,53,D,2,
11,0.5,0.045454545,15759,12,D,6,
29,18,0.620689655,15766,65,G,3,
136,30,0.220588235,15766,65,G,3,
14,1,0.071428571,16990,45,I,6,
9,3,0.333333333,17092,45,I,6,
4,1,0.25,17421,48,J,3,
26,9.3,0.357692308,17439,48,J,3,
30,20,0.666666667,17498,65,G,3,
45,77,1.711111111,17507,65,G,3,
45,79,1.755555556,17508,65,G,3,
23,1.3,0.056521739,17565,6E,D,6,
16,1,0.0625,17627,53,D,6,
0.0001,1,,17717,53,D,6,
55,11,0.2,17773,53,D,3,
55,9,0.163636364,17773,53,D,3,
38,2,0.052631579,17840,53,D,6,
13,1,0.076923077,17846,53,D,3,
23,0.1,0.004347826,17876,53,D,6,x
21,1.5,0.071428571,17931,53,D,6,
40,12.4,0.31,17947,53,D,6,
3,27,9,17962,53,D,2,x
29,2,0.068965517,17963,53,D,6,
77,7.2,0.093506494,17977,53,D,6,
28,1,0.035714286,17978,53,D,3,x
46,91.1,1.980434783,17978,53,D,3,
55,2.8,0.050909091,18036,53,D,6,
67,8,0.119402985,18081,53,D,6,
87,0.1,0.001149425,18089,53,D,6,x
6,1,0.166666667,18110,53,D,3,
40,1,0.025,18150,53,D,3,
40,2,0.05,18152,53,D,3,
36,4,0.111111111,18188,53,D,6,
36,2,0.055555556,18188,53,D,6,
0.0001,0.1,,18235,12,D,6,
0.0001,0.1,,18241,12,D,6,
33,5,0.151515152,18458,64,F,2,
4,1,0.25,18470,64,F,6,x
41,10,0.243902439,18474,64,F,4,
95,13.8,0.145263158,18481,64,F,4,
9,1,0.111111111,18499,48,J,3,
38,53,1.394736842,18514,48,J,3,
18,4,0.222222222,18545,48,J,3,
34,47,1.382352941,18548,48,J,3,
51,12,0.235294118,18720,7A,J,3,
33,60,1.818181818,18728,7A,J,3,
49,10,0.204081633,18793,7A,J,3,
62,7,0.112903226,18806,7A,J,3,
9,1,0.111111111,18947,53,D,3,x
22,1.7,0.077272727,18981,53,D,6,
15,0.7,0.046666667,18981,53,D,6,
13,6,0.461538462,19027,53,D,3,
18,5,0.277777778,19045,53,D,3,
45,1,0.022222222,19118,53,D,6,x
30,1,0.033333333,19146,53,D,6,x
10,1,0.1,19150,53,D,6,x
0.0001,0.1,,19298,12,D,6,
40,13,0.325,19299,12,D,6,
6,2,0.333333333,19392,12,D,6,
8,2,0.25,19436,12,D,6,
57,11.4,0.2,19436,12,D,6,
50,91,1.82,19453,12,D,6,
50,88,1.76,19453,12,D,6,
72,125,1.736111111,19453,12,D,6,
30,11,0.366666667,19453,12,D,6,
41,11.2,0.273170732,19454,12,D,3,
9,1,0.111111111,19457,12,D,6,x
26,1,0.038461538,19779,6C,B,6,x
44,20,0.454545455,19796,6E,D,3,
7,1,0.142857143,20082,6D,B,3,
121,26,0.214876033,21133,53,D,3,
119,24,0.201680672,21133,53,D,3,
61,5,0.081967213,21180,53,D,6,x
7,2,0.285714286,21190,53,D,6,
36,1,0.027777778,21248,53,D,3,
14,3,0.214285714,21260,53,D,3,
36,9.3,0.258333333,21330,12,D,6,
23,1,0.043478261,21404,12,D,6,
71,87,1.225352113,21555,6D,B,3,
64,54,0.84375,21586,6D,B,3,
113,0.1,0.000884956,23050,53,D,3,x
18,1,0.055555556,23065,53,D,3,
20,2,0.1,23132,53,D,3,
24,1,0.041666667,23288,12,D,6,x
61,5,0.081967213,23334,12,D,6,
11,1,0.090909091,23356,12,D,6,
26,6,0.230769231,23369,12,D,3,
10,1,0.1,23430,12,D,6,
49,3,0.06122449,23432,12,D,6,
29,94.5,3.25862069,25304,32,F,3,
6,1,0.166666667,25348,32,F,6,
38,1,0.026315789,25533,32,F,3,
67,4,0.059701493,25552,32,F,3,
15,24.6,1.64,25597,32,F,3,
13,0.3,0.023076923,25619,32,F,3,
41,5,0.12195122,25636,32,F,6,
21,2,0.095238095,25644,32,F,3,
42,10,0.238095238,25649,32,F,6,
20,1,0.05,25649,32,F,6,
43,2,0.046511628,25687,32,F,6,
34,15.6,0.458823529,25725,6C,B,6,
34,15.6,0.458823529,25725,6C,B,6,
133,4,0.030075188,25745,6C,B,3,
52,6,0.115384615,25831,7A,J,3,
139,150,1.079136691,25832,7A,J,3,
53,1,0.018867925,25852,7A,J,3,
53,74,1.396226415,25866,7A,J,3,
75,25,0.333333333,25920,7A,J,3,
59,15,0.254237288,25920,7A,J,3,
93,36,0.387096774,25963,7A,J,3,
42,10.8,0.257142857,26121,12,D,2,
21,2,0.095238095,26128,12,D,6,
1,1,1,26170,12,D,6,
85,31.5,0.370588235,26191,12,D,3,
63,12,0.19047619,26191,12,D,3,
0.0001,0.1,,26194,12,D,6,
32,6.8,0.2125,26194,12,D,6,
17,2,0.117647059,26202,12,D,2,
25,2,0.08,26228,12,D,6,
12,0.8,0.066666667,26228,12,D,6,
10,1,0.1,26345,12,D,6,
70,8,0.114285714,27069,7A,J,3,
72,4,0.055555556,27097,7A,J,3,
157,68,0.433121019,27306,6D,B,3,
67,1,0.014925373,27362,7A,J,3,
35,32,0.914285714,27516,32,F,4,
22,1,0.045454545,27521,32,F,3,
69,32,0.463768116,27538,32,F,3,
122,15,0.12295082,27592,32,F,3,x
20,17,0.85,27599,32,F,2,
6,2,0.333333333,27609,32,F,6,
5,1,0.2,27609,32,F,6,
44,15,0.340909091,27612,32,F,6,
33,17,0.515151515,27656,48,J,3,
28,1,0.035714286,27740,10,D,3,x
33,7,0.212121212,27740,10,D,3,
82,10.8,0.131707317,27805,10,D,3,
23,0.8,0.034782609,27813,10,D,3,
25,0.3,0.012,27813,10,D,3,
97,1,0.010309278,27847,10,D,6,x
33,1,0.03030303,27923,12,D,6,
30,3,0.1,27955,12,D,6,
51,4,0.078431373,27977,12,D,6,
36,6.4,0.177777778,27991,12,D,6,
19,0.5,0.026315789,28965,46,I,6,
12,3,0.25,28970,46,I,6,
42,1,0.023809524,29420,45,I,6,x
26,1,0.038461538,29502,45,I,6,
18,12,0.666666667,29904,24,E,3,
18,2.6,0.144444444,29926,24,E,3,
5,1,0.2,29940,24,E,2,
25,6,0.24,29974,59,E,3,
27,8.5,0.314814815,29979,59,E,3,
35,64,1.828571429,29985,59,E,6,
32,47,1.46875,29996,59,E,3,
13,6,0.461538462,30000,59,E,2,
8,2,0.25,30000,59,E,2,
5,1,0.2,30057,58,E,3,
17,39,2.294117647,30182,21,E,4,
3,1,0.333333333,30182,21,E,4,
3,0.5,0.166666667,30186,21,E,4,
16,41,2.5625,30187,21,E,4,
47,91,1.936170213,30187,21,E,4,
5,0.1,0.02,30301,23,E,6,
93,134.4,1.44516129,30317,23,E,3,
14,1.4,0.1,30317,23,E,3,
36,51.3,1.425,30320,23,E,3,
55,74.6,1.356363636,30320,23,E,3,
61,74.2,1.216393443,30320,23,E,3,
1,1,1,30322,23,E,7,
11,0.2,0.018181818,30343,23,E,3,x
3,5,1.666666667,30352,23,E,7,
26,2,0.076923077,30587,26,F,3,
32,103,3.21875,30594,26,F,3,
24,37,1.541666667,30598,26,F,3,
12,14,1.166666667,30598,26,F,3,
5,1.2,0.24,30635,26,F,6,
32,108,3.375,30642,26,F,3,
47,3,0.063829787,30658,26,F,6,
55,3,0.054545455,30763,6C,B,3,
53,102,1.924528302,30764,6C,B,3,
79,18,0.227848101,30789,6C,B,3,
133,38,0.285714286,30811,6C,B,3,
87,48,0.551724138,30813,6C,B,3,
54,41,0.759259259,30819,6C,B,3,
34,4,0.117647059,30821,6C,B,3,
26,3,0.115384615,30826,6C,B,3,
106,50,0.471698113,30848,6C,B,3,
119,22,0.18487395,30890,6C,B,3,
67,58,0.865671642,30913,6C,B,3,
67,70,1.044776119,30915,6C,B,3,
130,13,0.1,30955,6C,B,3,
85,1,0.011764706,30986,6C,B,6,x
44,35,0.795454545,31003,6C,B,6,
5,1,0.2,31111,4,B,2,
17,1,0.058823529,31209,4,B,6,
15,4,0.266666667,31232,4,B,6,
35,5,0.142857143,31561,4,B,6,
51,5,0.098039216,31735,4,B,6,
18,39.7,2.205555556,31938,4,B,6,x
11,3.6,0.327272727,32006,4,B,3,
94,0.1,0.00106383,32133,4,B,6,x
40,27,0.675,32171,4,B,6,
13,1,0.076923077,32336,25,E,2,
2,1,0.5,32557,38,F,6,
22,3,0.136363636,32557,38,F,6,
2,0.2,0.1,32573,38,F,2,x
52,84.2,1.619230769,32573,38,F,2,
7,1,0.142857143,32631,12,D,6,
23,2,0.086956522,32638,12,D,6,
56,5.9,0.105357143,32647,12,D,6,
67,5.9,0.088059701,32647,12,D,6,
19,3,0.157894737,32679,12,D,6,
47,8.1,0.172340426,32715,12,D,6,
15,1,0.066666667,32761,12,D,6,x
110,10,0.090909091,32784,12,D,2,
8,5,0.625,32804,12,D,6,
0.0001,10,,32807,12,D,6,
59,7,0.118644068,32813,12,D,6,
27,1,0.037037037,32838,12,D,6,
7,1,0.142857143,32844,12,D,6,
23,20,0.869565217,32855,12,D,6,
43,5,0.11627907,32861,12,D,6,
106,21,0.198113208,32908,7A,J,3,
38,1,0.026315789,32927,7A,J,3,
76,0.02,0.000263158,33055,7,B,6,x
14,2,0.142857143,33108,5,B,3,
20,16,0.8,33174,5,B,6,
10,1,0.1,33180,5,B,6,
34,5,0.147058824,33216,5,B,3,
9,5,0.555555556,33218,5,B,3,
15,6,0.4,33218,5,B,3,
21,1.6,0.076190476,33236,5,B,3,
15,1,0.066666667,33252,5,B,6,
12,3,0.25,33270,5,B,6,
13,11,0.846153846,33286,5,B,4,
55,12,0.218181818,33287,5,B,6,
0.0001,1,,33348,5,B,3,
42,4,0.095238095,33385,5,B,2,
39,59,1.512820513,33403,5,B,6,
11,0.7,0.063636364,33564,6,B,2,
3,0.3,0.1,33708,48,J,3,x
62,68,1.096774194,33712,48,J,3,
37,45,1.216216216,33728,48,J,3,
45,11,0.244444444,33789,0A,C,6,
144,65,0.451388889,33989,10,D,3,
84,20,0.238095238,34012,10,D,4,
50,4,0.08,34132,12,D,6,
119,0.5,0.004201681,34138,12,D,3,x
55,17,0.309090909,34188,12,D,6,
88,47,0.534090909,34206,12,D,6,
14,1,0.071428571,34207,12,D,6,
9,8,0.888888889,36395,24,E,3,
22,1,0.045454545,36420,24,E,2,
76,34,0.447368421,36421,24,E,6,
41,4,0.097560976,36421,24,E,6,
49,107,2.183673469,36436,58,E,2,
46,1,0.02173913,36459,58,E,4,x
32,11,0.34375,36461,58,E,3,
38,1,0.026315789,36464,58,E,6,x
150,76,0.506666667,36510,23,E,3,
68,99,1.455882353,36523,23,E,3,
122,172,1.409836066,36523,23,E,3,
48,120,2.5,36558,21,E,3,
70,130,1.857142857,36558,21,E,3,
66,65,0.984848485,36562,21,E,3,
161,275,1.708074534,36568,21,E,3,
85,100,1.176470588,36570,21,E,3,
97,12,0.12371134,36573,21,E,4,
29,1,0.034482759,36666,81,C,6,
36,113,3.138888889,36815,40,F,3,
24,35,1.458333333,36823,40,F,3,
50,6,0.12,36905,35,F,7,
34,4,0.117647059,36926,35,F,3,
20,1,0.05,36930,35,F,3,
17,1,0.058823529,37085,39,F,3,x
1,0.3,0.3,37178,38,F,3,x
7,0.2,0.028571429,37184,38,F,3,x
8,2.6,0.325,37184,38,F,3,
52,8,0.153846154,37192,38,F,3,
32,4,0.125,37196,38,F,6,
34,1.2,0.035294118,37221,38,F,6,
32,29,0.90625,37233,26,F,3,
38,31,0.815789474,37233,26,F,3,
63,35,0.555555556,37234,26,F,6,
27,0.2,0.007407407,37286,26,F,3,x
16,20,1.25,37294,26,F,2,
26,35,1.346153846,37315,26,F,3,
34,0.2,0.005882353,37427,4,B,6,x
55,6.1,0.110909091,37472,4,B,4,
116,5.5,0.047413793,37476,4,B,4,
15,0.8,0.053333333,37485,4,B,6,
47,6.5,0.138297872,37511,4,B,7,
6,8,1.333333333,37559,4,B,3,
57,1,0.01754386,37569,4,B,4,
1,0.4,0.4,37582,4,B,4,
32,10,0.3125,37742,4,B,6,
22,21,0.954545455,37816,7,B,6,
34,1,0.029411765,37856,7,B,2,x
33,19,0.575757576,37905,5,B,4,
73,32,0.438356164,37930,5,B,3,
37,49,1.324324324,37962,5,B,3,
14,4,0.285714286,37986,5,B,6,
6,0.1,0.016666667,38007,5,B,6,x
29,1,0.034482759,38059,5,B,6,
55,55,1,38153,5,B,3,
13,4.4,0.338461538,38232,6,B,3,
71,3.2,0.045070423,38295,6,B,6,x
26,13.5,0.519230769,38301,6,B,3,
105,15,0.142857143,38320,6,B,4,
32,0.1,0.003125,38370,6,B,6,x
16,1,0.0625,38415,48,J,6,
77,30,0.38961039,38488,0A,C,3,
153,4,0.026143791,38519,0E,D,6,
21,31,1.476190476,38557,11,D,3,
51,13.4,0.262745098,38677,19,D,4,
8,0.6,0.075,38677,19,D,4,
28,8.3,0.296428571,38694,10,D,6,
6,7.8,1.3,38703,10,D,4,
64,6,0.09375,38738,10,D,6,
139,5,0.035971223,38801,12,D,4,
106,12,0.113207547,38821,12,D,6,
19,0.3,0.015789474,38830,12,D,3,x
18,2,0.111111111,39014,1,A,6,
34,43,1.264705882,39029,2,A,4,
8,0.5,0.0625,39031,2,A,4,
31,1,0.032258065,39031,2,A,4,
54,50,0.925925926,39170,38,F,6,
56,20,0.357142857,39262,26,F,3,
53,3,0.056603774,39280,26,F,3,
74,4.2,0.056756757,39295,26,F,6,
34,9,0.264705882,39312,26,F,6,
25,63,2.52,39323,4,B,6,
20,1,0.05,39353,4,B,6,
158,21,0.132911392,39376,4,B,3,
12,1,0.083333333,39376,4,B,3,
240,28.3,0.117916667,39482,4,B,6,
9,1,0.111111111,39488,6C,B,3,
37,8,0.216216216,39539,5,B,3,
207,82,0.396135266,39541,5,B,4,
46,83,1.804347826,39546,5,B,6,
113,45,0.398230088,39551,5,B,3,
158,51.5,0.325949367,39551,5,B,3,
235,66,0.280851064,39551,5,B,3,
42,8,0.19047619,39575,5,B,6,
51,15,0.294117647,39582,5,B,6,
41,1.8,0.043902439,39589,5,B,6,
100,149,1.49,39622,5,B,3,
60,1,0.016666667,39625,5,B,3,
120,16,0.133333333,39631,5,B,4,
50,1,0.02,39631,5,B,4,
42,4,0.095238095,39649,5,B,6,x
8,2,0.25,39651,5,B,6,
48,15,0.3125,39674,6,B,6,
28,20,0.714285714,39688,6,B,3,
7,0.001,0.000142857,39720,6,B,3,
34,18,0.529411765,39729,6,B,3,
12,10,0.833333333,39752,6,B,3,
0.0001,0.4,,39817,22,E,4,
20,17,0.85,39819,22,E,3,
119,12,0.100840336,39828,59,E,6,
20,6,0.3,39854,59,E,3,x
38,4,0.105263158,39857,59,E,6,
21,1,0.047619048,39859,59,E,6,
21,4,0.19047619,39861,59,E,3,
100,15,0.15,39885,48,J,2,
84,1,0.011904762,39899,48,J,3,x
229,188,0.820960699,39904,48,J,3,
14,0.2,0.014285714,39934,24,E,6,x
52,141,2.711538462,39941,24,E,3,
66,215,3.257575758,39970,24,E,3,
23,46,2,39970,24,E,3,
43,46.5,1.081395349,39985,24,E,1,
29,2,0.068965517,39986,24,E,7,
120,11,0.091666667,39991,24,E,6,
61,107,1.754098361,40003,24,E,3,
60,25,0.416666667,40005,24,E,3,
63,54,0.857142857,40008,24,E,3,
62,95,1.532258065,40045,58,E,3,
107,29,0.271028037,40064,58,E,6,x
2,0.3,0.15,40086,58,E,3,
34,10,0.294117647,40122,21,E,6,
75,109,1.453333333,40141,21,E,6,
77,110,1.428571429,40141,21,E,6,
199,258,1.296482412,40141,21,E,6,
215,258,1.2,40141,21,E,6,
178,205,1.151685393,40141,21,E,6,
130,139,1.069230769,40141,21,E,6,
20,1,0.05,40143,21,E,3,
210,182.2,0.867619048,40168,21,E,3,
48,35,0.729166667,40168,21,E,3,
118,18,0.152542373,40169,21,E,7,
118,18,0.152542373,40169,21,E,7,
139,55.3,0.397841727,40170,21,E,4,
63,59.1,0.938095238,40171,21,E,7,
193,250,1.295336788,40172,23,E,3,
122,149,1.221311475,40172,23,E,3,
75,143,1.906666667,40174,23,E,3,
18,30,1.666666667,40174,23,E,3,
89,2,0.02247191,40183,23,E,3,
110,13.5,0.122727273,40185,23,E,4,
117,20,0.170940171,40192,23,E,6,
193,113,0.585492228,40194,23,E,7,
24,21,0.875,40197,23,E,2,
38,25,0.657894737,40197,23,E,2,
67,50,0.746268657,40244,1E,E,6,
43,45,1.046511628,40272,25,E,6,
12,4,0.333333333,40273,25,E,7,
66,1,0.015151515,40298,25,E,6,x
25,1,0.04,40570,45,I,6,x
10,1,0.1,40709,45,I,6,x
15,3.3,0.22,40730,45,I,6,
15,3,0.2,40734,45,I,6,
99,1,0.01010101,40765,45,I,6,x
13,1,0.076923077,40926,46,I,6,
218,2,0.009174312,40928,46,I,6,
60,807.5,13.45833333,40935,46,I,6,
54,8.7,0.161111111,40935,46,I,6,
16,1,0.0625,40948,46,I,6,
1,1,1,40964,46,I,6,
60,6,0.1,40980,46,I,6,
6,1,0.166666667,41155,45,I,6,
7,3,0.428571429,41181,45,I,6,
10,1,0.1,41187,45,I,6,
8,2,0.25,41200,45,I,6,
54,0.1,0.001851852,41201,45,I,6,x
73,0.1,0.001369863,41203,45,I,6,x
46,0.1,0.002173913,41205,45,I,6,x
33,0.1,0.003030303,41206,45,I,6,x
40,0.1,0.0025,41207,45,I,6,x
46,0.1,0.002173913,41209,45,I,6,x
34,0.1,0.002941176,41213,45,I,6,x
70,0.1,0.001428571,41216,45,I,6,x
63,0.1,0.001587302,41217,45,I,6,x
66,0.1,0.001515152,41218,45,I,6,x
85,0.1,0.001176471,41220,45,I,6,x
55,0.1,0.001818182,41226,45,I,6,x
56,0.1,0.001785714,41227,45,I,6,x
90,0.1,0.001111111,41228,45,I,6,x
55,0.1,0.001818182,41229,45,I,6,x
45,0.1,0.002222222,41231,45,I,6,x
61,0.1,0.001639344,41232,45,I,6,x
83,0.1,0.001204819,41233,45,I,6,x
29,0.1,0.003448276,41234,45,I,2,x
22,0.1,0.004545455,41235,45,I,6,x
32,0.1,0.003125,41236,45,I,6,x
136,0.1,0.000735294,41237,45,I,6,x
24,0.1,0.004166667,41238,45,I,6,x
13,0.1,0.007692308,41239,45,I,2,x
64,0.1,0.0015625,41240,45,I,6,x
31,0.1,0.003225806,41241,45,I,6,x
17,0.1,0.005882353,41242,45,I,6,x
29,0.1,0.003448276,41243,45,I,6,x
31,0.1,0.003225806,41244,45,I,6,x
91,0.1,0.001098901,41246,45,I,6,x
35,0.1,0.002857143,41247,45,I,6,x
20,0.1,0.005,41248,45,I,6,x
20,0.1,0.005,41250,45,I,6,x
115,0.1,0.000869565,41251,45,I,6,x
31,0.1,0.003225806,41252,45,I,6,x
32,0.1,0.003125,41254,45,I,6,x
96,0.1,0.001041667,41255,45,I,6,x
21,0.1,0.004761905,41256,45,I,6,x
35,0.1,0.002857143,41257,45,I,6,x
36,0.1,0.002777778,41258,45,I,6,x
67,0.1,0.001492537,41259,45,I,6,x
127,0.1,0.000787402,41260,45,I,6,x
31,0.1,0.003225806,41261,45,I,6,x
33,0.1,0.003030303,41262,45,I,6,x
66,0.1,0.001515152,41263,45,I,6,
29,0.1,0.003448276,41264,45,I,6,x
28,0.1,0.003571429,41265,45,I,6,x
41,0.1,0.002439024,41266,45,I,6,x
68,0.5,0.007352941,41269,45,I,6,x
36,21,0.583333333,41272,45,I,6,
33,0.1,0.003030303,41286,45,I,6,x
36,0.1,0.002777778,41316,45,I,6,x
34,0.1,0.002941176,41317,45,I,6,x
129,0.1,0.000775194,41319,45,I,3,x
77,0.1,0.001298701,41393,45,I,6,x
8,0.1,0.0125,41398,45,I,6,x
22,0.1,0.004545455,41399,45,I,6,x
15,0.1,0.006666667,41400,45,I,6,x
18,0.1,0.005555556,41401,45,I,3,x
34,0.1,0.002941176,41403,45,I,6,x
21,0.1,0.004761905,41404,45,I,6,x
8,0.1,0.0125,41405,45,I,6,x
70,0.1,0.001428571,41406,45,I,6,x
15,0.1,0.006666667,41407,45,I,6,x
44,0.1,0.002272727,41409,45,I,6,x
5,0.1,0.02,41410,45,I,6,x
18,0.1,0.005555556,41411,45,I,6,x
111,0.1,0.000900901,41412,45,I,6,x
51,0.1,0.001960784,41414,45,I,6,x
6,0.1,0.016666667,41415,45,I,6,x
66,0.1,0.001515152,41417,45,I,6,x
45,0.1,0.002222222,41418,45,I,6,x
85,0.1,0.001176471,41420,45,I,6,x
7,0.1,0.014285714,41421,45,I,6,
85,0.1,0.001176471,41423,45,I,6,x
9,0.1,0.011111111,41424,45,I,6,
33,0.1,0.003030303,41425,45,I,6,x
87,0.1,0.001149425,41426,45,I,6,x
9,0.1,0.011111111,41427,45,I,6,
42,0.5,0.011904762,41428,45,I,6,x
44,0.1,0.002272727,41429,45,I,6,x
54,9,0.166666667,41486,45,I,6,
13,0.3,0.023076923,41522,45,I,6,x
112,2,0.017857143,41525,45,I,6,x
109,1,0.009174312,41527,45,I,6,x
118,1,0.008474576,41531,45,I,6,x
140,1,0.007142857,41532,45,I,6,x
83,1,0.012048193,41546,45,I,6,x
30,5,0.166666667,41553,45,I,6,
2,1,0.5,41560,45,I,6,
50,4,0.08,41641,10,D,4,
86,39,0.453488372,41680,12,D,3,
128,16,0.125,42297,0A,C,3,
89,2,0.02247191,42690,4,B,6,
125,56,0.448,42706,4,B,6,
38,104,2.736842105,42780,5,B,3,
224,330,1.473214286,42783,5,B,6,
4,1,0.25,42792,5,B,3,
207,176.2,0.851207729,42793,5,B,3,
21,1,0.047619048,42802,5,B,6,x
69,5,0.072463768,42802,5,B,6,
8,10,1.25,42806,5,B,2,
139,305,2.194244604,42808,5,B,3,
63,93,1.476190476,42897,5,B,3,
118,9,0.076271186,42908,5,B,2,
36,1.3,0.036111111,42928,5,B,2,
119,25,0.210084034,42932,5,B,6,
0.0001,1,,42970,5,B,7,
40,2,0.05,42981,5,B,4,
90,17,0.188888889,43043,10,D,3,
138,4,0.028985507,43058,19,D,4,
7,0.5,0.071428571,43066,19,D,1,x
0.0001,1,,43076,12,D,6,
197,10,0.050761421,43088,12,D,3,
134,1,0.007462687,43088,12,D,3,
18,3,0.166666667,43089,12,D,3,
133,43,0.323308271,43092,12,D,6,
166,120,0.722891566,43106,12,D,3,
116,12,0.103448276,43129,12,D,3,
171,126,0.736842105,43137,12,D,3,
104,190,1.826923077,43147,12,D,6,
257,12.2,0.047470817,43159,12,D,6,
270,1,0.003703704,43160,12,D,3,
17,5,0.294117647,43169,12,D,6,
189,35,0.185185185,43169,12,D,6,
180,360,2,43404,24,E,3,
11,0.1,0.009090909,43404,24,E,3,
218,219,1.004587156,43412,24,E,4,
11,0.1,0.009090909,43416,24,E,3,
12,1,0.083333333,43432,21,E,7,
116,50,0.431034483,43435,21,E,7,
98,1,0.010204082,43458,38,F,2,
21,12,0.571428571,43525,4,B,3,
43,3.2,0.074418605,43554,4,B,6,x
23,11,0.47826087,43569,4,B,6,
36,1,0.027777778,43581,5,B,3,x
4,0.1,0.025,43583,5,B,6,
61,115,1.885245902,43610,5,B,3,
159,31,0.194968553,43614,5,B,6,
82,11,0.134146341,43615,5,B,2,
84,27,0.321428571,43621,5,B,4,
20,1,0.05,43622,5,B,6,x
36,12,0.333333333,43697,5,B,7,
18,1,0.055555556,43744,5,B,3,
16,1,0.0625,43768,5,B,6,
35,6,0.171428571,43837,6,B,6,
56,53.6,0.957142857,43883,6,B,3,
27,2.3,0.085185185,43917,6,B,2,
42,5,0.119047619,43945,40,F,3,
72,6.2,0.086111111,43954,64,F,6,x
111,197,1.774774775,44478,42,G,3,
194,197,1.015463918,44478,42,G,3,
111,101,0.90990991,44480,42,G,3,
202,112,0.554455446,44480,42,G,3,
83,25,0.301204819,44480,42,G,3,
119,21,0.176470588,44492,42,G,3,
13,68,5.230769231,44517,65,G,3,
189,45.5,0.240740741,44520,65,G,3,
36,5,0.138888889,44539,9,C,4,
